编号,船舶类型,船籍港,船级,航区,长度,型宽,型深,总吨,载重吨,主机型号,主机功率,建成日期,建造船厂,成交日期,交易价格
TRAIN602,拖船,广州,CCS,近海,78,18,8,3696,3185,9L32/40,9000,12/24/2014,浙江舟山五洲船船修造有限公司,1/21/2015,22647
TRAIN603,拖船,广州,ZC,近海,58,13,6,1205,,G8300ZC18B,3530,12/29/2010,武汉长航青山船舶修造厂,1/21/2015,1800
TRAIN604,自卸砂船,肇庆,ZC,内河,39,8,2,198,227,G128Ca,140,11/30/2006,广东广宁县江积水运船机厂,1/21/2015,80
TRAIN605,散货船,韶关,ZC,内河,53,12,3,593,810,G128ZLCa1,402,6/20/2005,韶关曲江白土祥兴船厂,1/21/2015,75
TRAIN606,散货船,清远,ZC,内河,32,7,2,154,150,6135,88,1/4/1994,清远市清城区石角根龙造船厂,1/21/2015,4
TRAIN607,散货船,清远,ZC,内河,33,7,2,135,115,6135ACa,105,3/30/1993,英德坑口咀水运公司船船修造厂,1/21/2015,12
TRAIN608,拖船,广州,ZC,近海,43,11,5,548,,G8300ZC18B,3600,9/20/2009,江苏连云港龙祥船舶修造厂,1/22/2015,600
TRAIN609,干货船,韶关,ZC,内河,38,8,2,198,190,日野F17C,110,7/24/2000,韶关曲江白土祥兴船厂,1/22/2015,65
TRAIN610,自卸砂船,清远,ZC,内河,77,16,5,1587,2611,X6170ZC-22ZB,440,2/8/2010,清远市清新区石角乘龙造船厂,1/26/2015,551.02
TRAIN611,散货船,清远,ZC,内河,54,12,3,596,920,G128ZLCa1,386,11/6/2007,清远市清城区石角镇石岩根龙造船厂,1/26/2015,150
TRAIN612,散货船,清远,ZC,内河,39,8,2,199,280,6135AZCa,138,8/12/2007,英德市鸿达造船厂,1/26/2015,46
TRAIN613,干货船,韶关,ZC,内河,39,8,2,198,275,G128Ca,128,6/21/2004,韶关市曲江金元船厂,1/26/2015,40
TRAIN614,高速客船,三亚,CS,沿海,32,8,2,155,0,WD618.C-1,550,9/26/2006,珠海江龙船舶制造有限公司,1/27/2015,50
TRAIN615,散货船,上海,CS,近海,98,16,7,2998,5100,G6300ZCB,1500,9/22/2006,扬州龙川船业有限公司,1/27/2015,672
TRAIN616,散货船,上海,CS,近海,98,16,7,2998,5100,G6300ZCB,1500,6/13/2006,扬州龙川船业有限公司,1/27/2015,672
TRAIN617,散货船,上海,CS,近海,98,16,7,2998,5100,G6300ZCB,1500,4/26/2006,扬州龙川船业有限公司,1/27/2015,672
TRAIN618,散货船,韶关,ZC,内河,53,12,3,592,810,WD615.61C02N,280,3/10/2008,韶关市豪江船舶修造厂,1/28/2015,70
TRAIN619,散货船,韶关,ZC,内河,53,12,3,593,810,WD615.68C-21,410,3/1/2006,韶关曲江白土祥兴船厂,1/28/2015,70
TRAIN620,集装箱船,湛江,ZC,内河,50,13,5,992,1152,X6170ZC-03,660,10/8/2000,芜湖铁桥造船厂,1/28/2015,108
TRAIN621,干货船,河源,ZC,内河,57,12,4,904,1733,WD618.C-26,280,9/25/2012,河源市紫金县古竹新江船舶修造厂,1/29/2015,200
TRAIN622,集装箱船,广州,ZC,内河,50,16,5,1770,2250,Z6170ZLCZ-4,700,5/25/2009,温岭市世纪船舶修造有限公司,1/29/2015,204.08
TRAIN623,散货船,韶关,ZC,内河,42,8,2,275,390,WD618C-11,140,1/22/2008,韶关市通能船务有限公司造船厂,1/29/2015,50
TRAIN624,干货船,韶关,ZC,内河,45,9,2,328,257,WD615.67C-10,176,7/22/2002,韶关市通能船务有限公司造船厂,1/29/2015,50
TRAIN625,散货船,韶关,ZC,内河,52,11,3,556,830,G128ZLCa,355,3/30/2005,韶关市通能船务有限公司造船厂,1/30/2015,75
TRAIN626,干货船,韶关,ZC,内河,39,8,2,198,275,6135JZCa,126,6/21/2004,韶关市曲江金元造船厂,1/30/2015,73
TRAIN627,干货船,韶关,ZC,内河,37,8,2,197,165,X6135Cz,99,7/5/2002,韶关曲江白土祥兴船厂,1/30/2015,75
TRAIN628,干货船,韶关,ZC,内河,38,8,2,196,190,6135ACA,110,7/24/2000,韶关市水运公司船舶修造厂,1/30/2015,75
TRAIN629,自卸砂船,肇庆,ZC,内河,47,10,3,543,684,J6135CzAX,232,9/10/1993,广西藤县濛江船运公司船厂,2/2/2015,79.59
TRAIN630,散货船,清远,ZC,内河,54,12,3,595,920,WD615.67C,352,11/30/2007,清远市清城区石角黄埔永生造船厂,2/5/2015,200
TRAIN631,散货船,韶关,ZC,内河,53,12,4,598,909,WD615.68C-21,410,11/8/2006,韶关市豪江船舶修造厂,2/5/2015,75
TRAIN632,散货船,清远,ZC,内河,53,12,3,593,880,WD615.C-22,352,4/25/2006,清远市附城镇白庙船厂,2/5/2015,97.96
TRAIN633,自卸砂船,东莞,ZC,内河,77,16,4,1590,2279,NTA19-M600,814,12/23/2005,佛山市三水区西南镇新沙造船厂,2/5/2015,180
TRAIN634,散货船,韶关,ZC,内河,50,10,3,515,390,WD61567C,352,10/27/2003,韶关曲江县白土祥兴船舶,2/5/2015,75
TRAIN635,散货船,清远,ZC,内河,29,6,1,99,98,4135Ca,59,4/19/1993,清远市石角永生造船厂,2/5/2015,10
TRAIN636,自卸砂船,清远,ZC,内河,49,12,3,593,508,G128ZLCa1,386,10/24/2008,清远市山塘水运公司船舶修造厂,2/9/2015,151.02
TRAIN637,自卸砂船,清远,ZC,内河,77,16,5,1581,2638,KTA19-M600,814,3/12/2007,清远市山塘水运公司船舶修造厂,2/9/2015,453.06
TRAIN638,散货船,韶关,ZC,内河,53,12,3,594,810,WD618C-26,280,9/4/2006,韶关市通能船务有限公司造船厂,2/9/2015,60
TRAIN639,散货船,韶关,ZC,内河,53,12,3,593,810,WD615.68-21,410,1/19/2006,韶关曲江县白土祥兴船舶,2/9/2015,75
TRAIN640,散货船,韶关,ZC,内河,53,12,3,593,810,WD615.68C-21,394,8/12/2005,韶关曲江县白土祥兴船舶,2/9/2015,75
TRAIN641,油船,广州,ZC,内河,31,6,2,118,95,6135AD,217,10/6/2000,广州粤丰船舶修造厂,2/9/2015,10
TRAIN642,散货船,广州,ZC,内河,44,8,3,365,409,6135ACa,172,8/16/2000,清远市石角黄埔永生船厂,2/9/2015,39
TRAIN643,油船,广州,ZC,内河,32,7,2,107,102,6135ACa,110,5/6/1986,江门市环市船厂,2/9/2015,8
TRAIN644,干货船,广州,CS,近海,108,26,7,5202,8411,8320ZCd-6,4120,8/31/2009,连云港恒成船业有限公司,2/10/2015,1200
TRAIN645,多用途船,武宣,ZC,内河,50,11,3,597,1086,WD616.C-22,352,11/7/2007,广西桂平船厂,2/10/2015,90
TRAIN646,干货船,韶关,ZC,内河,36,8,2,190,155,J6135CzA,116,7/23/2002,韶关市曲江犁市船厂,2/10/2015,33
TRAIN647,干货船,韶关,ZC,内河,50,10,3,531,498,NT6135GZU,280,12/9/1999,韶关市水运船舶修造厂,2/10/2015,73
TRAIN648,干货船,韶关,ZC,内河,38,8,2,198,190,日野13D,110,10/7/1999,韶关曲江县犁市船舶修造厂,2/10/2015,30
TRAIN649,自卸砂船,广州,ZC,内河,82,18,5,2489,3984,KTA19-M3,894,1/10/2014,广州市秀祥船舶制造有限公司,2/11/2015,650
TRAIN650,自卸砂船,广州,ZC,内河,70,16,4,1596,2355,KTA19-M,746,9/20/2011,广州市秀祥船舶制造有限公司,2/11/2015,196.08
TRAIN651,集装箱船,广州,ZC,内河,50,16,5,1783,2250,Z6170ZLCZ-9,800,6/12/2009,安徽安庆市宁江船舶修造贸易有限公司,2/11/2015,240
TRAIN652,散货船,清远,ZC,内河,71,14,4,1437,2380,X6170ZC-15WE,436,12/10/2010,清远市清新区附城白庙协和造船厂,2/12/2015,310
TRAIN653,散货船,清远,ZC,内河,39,8,2,197,223,6135JZCa,126,2/17/2004,清远市清城区附城白庙协和船厂,2/12/2015,23
TRAIN654,油船,深圳,ZC,沿海,48,8,4,318,480,6160A-17,199,10/12/1993,浙江舟山市虾峙船厂,2/12/2015,75
TRAIN655,自卸砂船,清远,ZC,内河,67,14,4,1242,1738,WP12C296,436,11/13/2009,清远市山塘水运公司船舶修造厂,2/27/2015,200
TRAIN656,散货船,清远,ZC,内河,55,12,3,599,920,WD615.68C,410,5/10/2007,清远市清城区石角镇石岩根龙造船厂,2/27/2015,139
TRAIN657,集装箱船,广州,ZC,内河,50,13,4,998,1080,Z6170ZLCZ-3,660,5/16/2006,浙江振兴船舶修造有限公司,2/27/2015,200
TRAIN658,集装箱船,广州,ZC,内河,50,13,4,987,1056,Z6170ZLCZ-3,660,9/26/2005,浙江温岭市合兴船舶修造厂,2/27/2015,200
TRAIN659,干货船,清远,ZC,内河,48,10,3,532,750,G128Ca,256,12/7/2004,清远市清新县山塘镇造船厂,2/27/2015,110
TRAIN660,干货船,云浮,ZC,内河,57,13,4,995,1959,WD618C-13,420,7/10/2012,郁南县都城船舶修造厂,3/2/2015,196.08
TRAIN661,散货船,韶关,ZC,内河,52,12,3,590,810,WD618C-11,280,5/18/2007,韶关市豪江船舶修造厂,3/2/2015,75
TRAIN662,多用途船,广州,ZC,内河,50,16,4,1049,955,D12.42C11-1,400,3/1/1995,广东江门造船厂,3/2/2015,80
TRAIN663,自卸砂船,清远,ZC,内河,92,19,5,2995,4673,KTA38-M1,1492,7/6/2011,佛山市三水区芦苞镇新王湾船厂,3/4/2015,800
TRAIN664,散货船,清远,ZC,内河,53,11,3,599,986,G128ZCa,311,2/2/2004,清远市清新县山塘镇造船厂,3/4/2015,152
TRAIN665,集装箱船,湛江,ZC,内河,50,13,5,995,1152,X6160-ZC,576,1/8/2003,芜湖市兴江船务有限责任公司,3/4/2015,120
TRAIN666,集装箱船,湛江,ZC,内河,50,14,5,987,1152,Z6170ZLCz-6,600,6/1/2000,温岭市航利船舶修造有限公司,3/4/2015,120
TRAIN667,集装箱船,湛江,ZC,内河,50,13,4,901,800,NTC-400,474,5/23/2000,金辉船舶修造厂有限公司,3/4/2015,100
TRAIN668,集装箱船,湛江,ZC,内河,50,10,3,866,730,X6160ZC,440,5/10/1999,芜湖铁桥造船厂,3/4/2015,80
TRAIN669,油船,广州,ZC,内河,41,8,2,247,401,6135ACa,210,6/30/1997,广州番禺潭洲造船厂,3/5/2015,10
TRAIN670,干货船,广州,CS,近海,81,18,5,1930,,CW6200ZC-16,700,10/11/2014,浙江台州合兴船厂,3/9/2015,300
TRAIN671,散货船,清远,ZC,内河,53,11,3,586,1009,WD615.61C-18A,220,3/21/2014,清远市清城区石角乘龙造船厂,3/9/2015,185
TRAIN672,供应船,广州,CS,近海,54,12,6,907,500,G6300ZC16B-1,2942,9/16/2009,浙江天时造船有限公司,3/9/2015,1350
TRAIN673,散货船,清远,ZC,内河,39,8,2,199,280,G135AZCa,132,12/13/2007,英德市鸿达造船厂,3/9/2015,48
TRAIN674,散货船,清远,ZC,内河,38,8,2,199,280,NT6135CzU,140,4/8/2005,清远市附城镇白庙船厂,3/9/2015,30
TRAIN675,自卸砂船,清远,ZC,内河,77,16,5,1581,2324,KTA19-M3,894,11/6/2009,清远市附城镇白庙船厂,3/11/2015,422
TRAIN676,散货船,韶关,ZC,内河,42,8,2,276,390,G128ZLCa2,140,9/10/2007,韶关市通能船务有限公司造船厂,3/11/2015,60
TRAIN677,干货船,肇庆,ZC,内河,39,8,2,198,308,WD61561C,140,12/25/2005,广宁县江积水运船机厂,3/11/2015,25
TRAIN678,干货船,肇庆,ZC,内河,39,8,2,198,308,WD61561C,140,12/23/2005,广宁县江积水运船机厂,3/11/2015,25
TRAIN679,干货船,肇庆,ZC,内河,39,8,2,197,308,YC6M195C,145,11/29/2005,肇庆市端州区四连船舶修造厂,3/11/2015,26
TRAIN680,干货船,肇庆,ZC,内河,39,8,2,197,308,YC6M195C,145,9/23/2005,肇庆市端州区四连船舶修造厂,3/11/2015,25
TRAIN681,干货船,肇庆,ZC,内河,39,8,2,197,308,YC6M195C,145,9/21/2005,肇庆市端州区四连船舶修造厂,3/11/2015,25
TRAIN682,干货船,肇庆,ZC,内河,39,8,2,197,308,YC6M195C,145,8/24/2005,广宁县江积水运船机厂,3/11/2015,25
TRAIN683,干货船,肇庆,ZC,内河,39,8,2,197,308,YC6M195C,145,8/16/2005,肇庆市端州区四连船舶修造厂,3/11/2015,25
TRAIN684,干货船,肇庆,ZC,内河,39,8,2,197,308,YC6M195C,145,8/16/2005,肇庆市端州区四连船舶修造厂,3/11/2015,25
TRAIN685,干货船,肇庆,ZC,内河,39,8,2,222,298,NT6135CzU,140,5/12/2005,广宁县江积水运船机厂,3/11/2015,26
TRAIN686,干货船,肇庆,ZC,内河,39,8,2,218,298,NT6135CzU,140,5/12/2005,广宁县江积水运船机厂,3/11/2015,27
TRAIN687,干货船,肇庆,ZC,内河,39,8,2,221,298,NT6135CzU,140,1/25/2005,广宁县江积水运船机厂,3/11/2015,26
TRAIN688,干货船,肇庆,ZC,内河,39,8,2,221,298,NT6135CzU,140,1/24/2005,广宁县江积水运船机厂,3/11/2015,28
TRAIN689,干货船,肇庆,ZC,内河,39,8,2,219,298,NT6135CzU,140,1/24/2005,广宁县江积水运船机厂,3/11/2015,28
TRAIN690,干货船,肇庆,ZC,内河,39,8,2,218,298,WD61561C-6A,140,5/19/2004,广宁县江积水运船机厂,3/11/2015,28
TRAIN691,干货船,肇庆,ZC,内河,39,8,2,217,298,WD61561C-6A,140,1/16/2004,广宁县江积水运船机厂,3/11/2015,26
TRAIN692,散货船,清远,ZC,内河,52,11,3,598,553,WD615.68C-21,410,12/8/2003,清远市清新县山塘镇造船厂,3/11/2015,130
TRAIN693,散货船,清远,ZC,内河,43,9,3,355,402,NT6135CzU,140,4/2/2002,清远市清新县山塘镇造船厂,3/11/2015,71
TRAIN694,散货船,清远,ZC,内河,42,9,2,316,250,G128ZCa,140,6/15/2001,清远市清新县山塘镇造船厂,3/11/2015,63.27
TRAIN695,集装箱船,惠州,ZC,内河,50,13,4,999,1248,KTA19-M400,590,4/12/1999,番禺灵山船厂,3/11/2015,100
TRAIN696,供水船,广州,ZC,内河,49,13,4,829,1000,NTA-855-M350,474,9/22/2000,番禺灵山船厂潭洲分厂,3/12/2015,80
TRAIN697,自卸砂船,惠州,ZC,内河,72,16,4,1572,2289,KTA19-M500,678,3/9/2010,博罗县园洲镇骏东船舶制造厂,3/13/2015,250
TRAIN698,干货船,韶关,ZC,内河,38,8,2,,170,6135ACa,99,1/14/2004,韶关市曲江金元造船厂,3/13/2015,40
TRAIN699,干货船,韶关,ZC,内河,53,11,3,595,499,WD61567C-10B,352,8/29/2003,韶关曲江县白土祥兴船舶修造厂,3/13/2015,95
TRAIN700,干货船,韶关,ZC,内河,37,8,2,197,165,GC6135Ac  Z,110,9/28/2002,韶关曲江县白土祥兴船舶修造厂,3/13/2015,30
TRAIN701,高速客船,深圳,CCS,沿海,22,9,3,117,,ID36SS8V,1296,12/1/1988,香港英辉修造船厂,3/13/2015,48
TRAIN702,散货船,韶关,ZC,内河,64,13,4,1058,1670,WD618.C-13,420,12/13/2007,清远市清新县山塘镇造船厂,3/18/2015,150
TRAIN703,散货船,清远,ZC,内河,39,8,2,199,280,YC6M195C,145,9/26/2005,清远市附城镇白庙船厂,3/18/2015,37.25
TRAIN704,干货船,惠州,ZC,内河,41,8,3,270,480,6135ZG,140,1/1/1996,惠州市船舶修造厂,3/18/2015,20
TRAIN705,自卸砂船,肇庆,ZC,内河,100,21,5,3868,6104,KTA38-M2,1790,8/30/2011,佛山市三水区芦苞镇新王湾船厂,3/19/2015,779.59
TRAIN706,干货船,韶关,ZC,内河,36,8,2,195,155,J6135czA,116,11/14/2002,韶关曲江犁市船厂,3/19/2015,40
TRAIN707,自卸砂船,广州,ZC,内河,62,13,4,994,1160,NT855-M,406,11/8/2002,广西梧州造船厂,3/19/2015,100
TRAIN708,自卸砂船,清远,ZC,内河,86,17,5,2352,4028,KTA19-M3,894,1/28/2010,清远市山塘水运公司船舶修造厂,3/23/2015,502.04
TRAIN709,多用途船,广州,ZC,内河,74,16,6,1989,2700,Z6170ZLCZ-24,368,11/5/2014,藤县顺舟造船有限公司,3/24/2015,610
TRAIN710,多用途船,广州,ZC,内河,74,16,6,1989,2700,Z6170ZLCZ-24,368,11/5/2014,藤县顺舟造船有限公司,3/24/2015,610
TRAIN711,干货船,韶关,ZC,内河,36,8,2,197,165,6135JZCa,126,10/13/2001,韶关市曲江区白土祥兴船厂,3/24/2015,40
TRAIN712,自卸砂船,肇庆,ZC,内河,54,11,4,733,1078,NTC-350,434,11/18/2000,广东省番禺市潭州裕华造船公司,3/24/2015,80.39
TRAIN713,干货船,韶关,ZC,内河,35,8,2,175,198,6135ACA,110,9/7/2000,韶关市水运船舶修造厂,3/24/2015,35
TRAIN714,自卸砂船,广州,ZC,内河,90,19,6,3131,5334,KT38-M,1164,9/26/2010,广东高要市华佳船舶修造有限公司,3/25/2015,420
TRAIN715,干货船,韶关,ZC,内河,40,8,2,195,175,J6135CzA,116,9/16/2002,韶关市通能船务有限公司造船厂,3/26/2015,20
TRAIN716,集装箱船,东莞,ZC,内河,50,10,4,627,680,NT855,432,5/18/1999,温岭凯利船舶修造有限公司,3/26/2015,60
TRAIN717,集装箱船,广州,ZC,内河,50,16,5,1723,2250,Z6170ZLCZ-9,800,4/1/2010,佛山市顺德区钜贤船舶修造有限公司,3/31/2015,168
TRAIN718,集装箱船,广州,ZC,内河,50,15,4,1314,1800,TKA19-M500,678,9/7/2006,浙江振兴船舶修造有限公司,3/31/2015,128
TRAIN719,自卸砂船,肇庆,ZC,内河,60,12,4,907,1300,G128ZLCa2,454,5/14/2001,广东肇庆港航集团有限公司黄岗船厂,3/31/2015,100
TRAIN720,多用途船,广州,ZC,内河,50,13,5,1202,1450,KT19-M425,576,6/20/2000,温岭市松门先锋船舶修造厂,3/31/2015,98
TRAIN721,散货船,韶关,ZC,内河,52,11,3,594,823,6135AZCa-2,281,4/8/2009,韶关市金帆造船有限公司,4/2/2015,75
TRAIN722,自卸砂船,肇庆,ZC,内河,52,10,3,589,524,6135ACa,199,8/15/2003,广州市白云区穗江船舶修造厂,4/2/2015,170
TRAIN723,自卸砂船,广州,ZC,内河,50,10,3,598,557,康明斯,323,8/27/2001,韶关曲江县祥兴船舶修造厂,4/2/2015,100
TRAIN724,散货船,广州,ZC,内河,48,10,3,455,680,6135ACa,198,3/5/2004,清远附城镇白庙船厂,4/7/2015,57
TRAIN725,自卸砂船,韶关,ZC,内河,48,10,3,441,330,8V,220,1/20/2003,韶关曲江县祥兴船舶修造厂,4/8/2015,75
TRAIN726,自卸砂船,东莞,ZC,内河,74,16,5,1738,2808,KT38-M800,1086,6/18/2005,东莞市造船厂,4/10/2015,380
TRAIN727,干货船,韶关,ZC,内河,48,10,3,436,628,6K-6A,140,11/28/2002,韶关曲江县祥兴船舶修造厂,4/10/2015,75
TRAIN728,干货船,云浮,ZC,内河,50,11,4,595,1063,WD615.C-22,352,6/22/2011,云浮港成造船厂有限公司,4/14/2015,124.49
TRAIN729,干货船,韶关,ZC,内河,53,12,3,587,499,WD61567C-10,352,7/21/2003,韶关市通能船务有限公司造船厂,4/14/2015,73
TRAIN730,干货船,云浮,ZC,内河,46,11,4,547,960,WD61561C-6A,280,3/10/2003,广西藤县濛江金星船舶修造厂,4/14/2015,70
TRAIN731,散货船,肇庆,ZC,内河,72,14,4,1441,2362,WP12C296,436,3/28/2010,广东四会市昌辉船舶修造厂,4/15/2015,210
TRAIN732,多用途船,云浮,ZC,内河,59,13,5,1404,2281,WP12C245,360,7/9/2009,广西贵港市江南船务有限公司,4/16/2015,130
TRAIN733,干货船,肇庆,ZC,内河,54,10,3,518,856,Z6170ZLCz-6,300,1/8/2008,湖南省桃源县三汉港船厂,4/16/2015,45
TRAIN734,散货船,清远,ZC,内河,79,15,4,1820,2177,YC6T285C,420,3/21/2012,清远市清城区石角镇石岩根龙造船厂,4/20/2015,441.18
TRAIN735,自卸砂船,惠州,ZC,内河,70,16,5,1582,2600,G128ZLCa1,1070,8/20/2006,广东博罗园洲智成船厂,4/20/2015,180
TRAIN736,自卸砂船,韶关,ZC,内河,50,10,3,512,389,NT855-M250,169,4/12/2004,韶关曲江县祥兴船舶修造厂,4/20/2015,75
TRAIN737,自卸砂船,韶关,ZC,内河,50,10,3,597,455,日野550,221,9/28/2001,韶关曲江县祥兴船舶修造厂,4/20/2015,75
TRAIN738,多用途船,广州,ZC,内河,50,13,4,971,1200,6250C,398,1/1/1998,台州市椒江中兴造船厂,4/20/2015,80
TRAIN739,干货船,云浮,ZC,内河,36,8,2,216,330,6135ACa,94,10/20/1994,广西平南武林船厂,4/20/2015,27
TRAIN740,散货船,韶关,ZC,内河,64,13,4,968,1669,WP12C296,436,8/19/2010,韶关市金帆造船有限公司,4/22/2015,200
TRAIN741,散货船,清远,ZC,内河,70,14,4,1293,2140,WP12C296,436,1/18/2012,广东清远清新县山塘造船厂,4/23/2015,400
TRAIN742,干货船,广州,ZC,内河,43,8,3,353,539,67C-10,176,8/13/2002,广州花都赤坭镇迅运船舶修造厂,4/23/2015,47
TRAIN743,自卸砂船,广州,ZC,内河,73,16,4,1597,2552,6190ZLC-1,800,9/22/2008,广州市南沙兴华造船有限公司,4/27/2015,300
TRAIN744,自卸砂船,清远,ZC,内河,52,12,4,755,971,V22D,360,2/28/2002,广州市番禺粤丰船舶修造厂,4/27/2015,89.8
TRAIN745,自卸砂船,清远,ZC,内河,75,15,4,1637,2433,KTA19-M,746,3/9/2012,清远清新县山塘造船厂,4/28/2015,751.02
TRAIN746,干货船,韶关,ZC,内河,48,10,3,434,330,G128ZLCa,178,3/3/2003,韶关曲江白土祥兴船舶修造厂,4/28/2015,70
TRAIN747,干货船,韶关,ZC,内河,39,8,2,196,190,6135ACa,110,6/26/2000,韶关市水运公司船厂,4/28/2015,35
TRAIN748,散货船,清远,ZC,内河,35,7,2,172,210,6135Ca,88,2/28/1994,广东清远英德市水运二公司船厂,4/28/2015,10.2
TRAIN749,散货船,清远,ZC,内河,66,13,4,997,1876,G128ZLCa,360,11/20/2013,清远清新县山塘造船厂,4/29/2015,430
TRAIN750,自卸砂船,肇庆,ZC,内河,50,10,3,595,716,J6135CzAx,232,4/13/2003,广西平南县运龙船舶造船厂,4/29/2015,59.18
TRAIN751,散货船,韶关,ZC,内河,32,7,2,121,86,6135CA,88,11/24/1994,乐昌市温国强船舶修造厂,4/29/2015,20
TRAIN752,自卸砂船,广州,ZC,内河,90,19,5,2982,4198,KT38-M,1164,12/3/2014,清远市清新区太和镇顺风造船厂,5/4/2015,795.92
TRAIN753,散货船,清远,ZC,内河,67,13,4,1096,1565,WP12C280-18,410,12/30/2010,清远市附城镇白庙船厂,5/5/2015,330.61
TRAIN754,自卸砂船,清远,ZC,内河,66,14,4,1240,1740,WP12C296,436,9/12/2009,清远市山塘水运公司船舶修造厂,5/5/2015,306.12
TRAIN755,鲜活水产品运输船,广州,ZC,内河,27,7,3,120,50,KTA19-M,237,7/21/2011,电白县造船工业公司,5/7/2015,83
TRAIN756,干货船,肇庆,ZC,内河,47,9,3,419,668,6160A-1,188,10/8/1993,广西桂平船厂,5/7/2015,22
TRAIN757,集装箱船,广州,ZC,内河,50,13,4,997,1175,Z6170ZLCZ-3,660,11/14/2006,浙江天时造船有限公司,5/8/2015,200
